hour,day_of_week,is_weekend,time_since_last,events_last_hour,avg_interval_last_hour,minutes_until_next
16,5,1,1.0,8.0,11.1125,82.41666666666667
17,5,1,82.41666666666667,1.0,82.41666666666667,0.31666666666666665
17,5,1,0.31666666666666665,2.0,41.36666666666667,8.966666666666667
17,5,1,8.966666666666667,3.0,30.566666666666666,4.133333333333334
17,5,1,4.133333333333334,4.0,23.958333333333336,12.833333333333334
18,5,1,12.833333333333334,5.0,21.733333333333334,0.36666666666666664
18,5,1,0.36666666666666664,6.0,18.17222222222222,0.5833333333333334
18,5,1,0.5833333333333334,7.0,15.65952380952381,117.2
20,5,1,117.2,1.0,117.2,4.583333333333333
20,5,1,4.583333333333333,2.0,60.891666666666666,0.45
20,5,1,0.45,3.0,40.74444444444445,0.31666666666666665
20,5,1,0.31666666666666665,4.0,30.6375,2.4
20,5,1,2.4,5.0,24.990000000000002,0.65
20,5,1,0.65,6.0,20.933333333333334,1.3166666666666667
20,5,1,1.3166666666666667,7.0,18.130952380952383,1.35
20,5,1,1.35,8.0,16.033333333333335,0.4666666666666667
20,5,1,0.4666666666666667,9.0,14.303703703703706,0.48333333333333334
20,5,1,0.48333333333333334,10.0,12.921666666666667,3.5833333333333335
20,5,1,3.5833333333333335,11.0,12.072727272727274,45.71666666666667
21,5,1,45.71666666666667,11.0,5.574242424242424,11.783333333333333
21,5,1,11.783333333333333,3.0,20.36111111111111,73.0
22,5,1,73.0,1.0,73.0,6.933333333333334
22,5,1,6.933333333333334,2.0,39.96666666666667,0.35
22,5,1,0.35,3.0,26.76111111111111,8.016666666666667
22,5,1,8.016666666666667,4.0,22.075,0.3333333333333333
22,5,1,0.3333333333333333,5.0,17.726666666666667,1.05
22,5,1,1.05,6.0,14.947222222222223,2.183333333333333
22,5,1,2.183333333333333,7.0,13.123809523809525,0.31666666666666665
22,5,1,0.31666666666666665,8.0,11.522916666666667,4.433333333333334
22,5,1,4.433333333333334,9.0,10.735185185185186,12.466666666666667
23,5,1,12.466666666666667,10.0,10.908333333333333,86.16666666666667
0,6,1,86.16666666666667,1.0,86.16666666666667,98.03333333333333
2,6,1,98.03333333333333,1.0,98.03333333333333,0.31666666666666665
2,6,1,0.31666666666666665,2.0,49.175,360.6666666666667
8,6,1,360.6666666666667,1.0,360.6666666666667,25.716666666666665
